method,profile,top3_count,false_top3_count,source_balanced_false_top3_mass,source_balanced_false_top3_share
centroid_prototype_rrf,es::Ruben Dario,156,86,1.720000000000001,0.0015849021495150078
centroid_prototype_rrf,fr::Prosper Merimee,94,83,1.6790476190476198,0.0015471663840503644
centroid_prototype_rrf,it::Italo Svevo,174,81,1.6749999999999998,0.0015434366863009512
centroid_prototype_rrf,en::W. W. Jacobs,106,76,1.5930195712954343,0.00146789543184047
centroid_prototype_rrf,es::Miguel de Cervantes,163,75,1.5000000000000009,0.0013821821071351812
centroid_prototype_rrf,en::Joseph Sheridan Le Fanu,107,74,1.4894117647058833,0.0013724255275554035
centroid_prototype_rrf,en::H. Rider Haggard,81,72,1.4678733031674216,0.001352578810119616
centroid_prototype_rrf,it::Emilio Salgari,160,71,1.4200000000000008,0.0013084657280879714
centroid_prototype_rrf,en::Thomas Jefferson,163,68,1.368472964943553,0.0012609858974954719
centroid_prototype_rrf,zh::Lu Xun,138,64,1.2800000000000007,0.0011794620647553546
centroid_prototype_rrf,en::Arthur Machen,83,63,1.2838945233265728,0.0011830506917272269
centroid_prototype_rrf,en::Gene Stratton-Porter,58,57,1.3835366083192173,0.0012748663630568777
centroid_prototype_rrf,ja::Arishima Takeo,65,55,1.1425000000000007,0.001052762038267963
centroid_prototype_rrf,en::Margaret Oliphant,57,55,1.109411764705883,0.0010222727270811575
centroid_prototype_rrf,en::Samuel Butler,61,52,1.0400000000000005,0.0009583129276137254
centroid_prototype_rrf,it::Luigi Pirandello,55,45,0.9000000000000005,0.0008293092642811086
centroid_prototype_rrf,en::Owen Wister,41,35,0.7305052878965926,0.0006731275587322026
centroid_prototype_rrf,en::William Dean Howells,53,34,0.6800000000000003,0.000626589221901282
centroid_prototype_rrf,en::Sarah Orne Jewett,32,32,0.6450000000000002,0.0005943383060681278
centroid_prototype_rrf,en::Gertrude Atherton,28,28,0.5600000000000002,0.0005160146533304675
centroid_prototype_rrf,en::Ernest Hemingway,115,16,0.32,0.0002948655161888385
centroid_prototype_rrf,en::Barack Obama,104,4,0.08,7.371637904720962e-05
centroid_prototype_rrf,en::Arnold Bennett,0,0,0.0,0.0
candidate_empirical_null,fr::Charles Baudelaire,573,558,11.167619047618897,0.010203750929264123
candidate_empirical_null,de::Heinrich von Kleist,538,517,10.806527529318108,0.009873824926263809
candidate_empirical_null,en::Anthony Trollope,539,499,10.098069399322469,0.009226513241341225
candidate_empirical_null,de::Gotthold Ephraim Lessing,554,471,9.52874975154034,0.00870633110938143
candidate_empirical_null,en::Thomas Jefferson,562,467,9.282424242424163,0.008481265754642135
candidate_empirical_null,en::Barack Obama,539,439,10.024559112385095,0.009159347567489946
candidate_empirical_null,en::Ernest Hemingway,534,435,9.473346133570915,0.008655709332624042
candidate_empirical_null,fr::Denis Diderot,475,432,8.750476190476089,0.007995229706471
candidate_empirical_null,fr::Voltaire,509,414,8.32952380952372,0.007610609383194972
candidate_empirical_null,fr::Victor Hugo,456,405,8.141904761904676,0.007439183583001811
candidate_empirical_null,de::Ludwig Tieck,499,403,8.535083136957212,0.0077984270522410545
candidate_empirical_null,de::Rainer Maria Rilke,406,390,8.408285538750583,0.007682573251622273
candidate_empirical_null,en::Jane Austen,475,380,8.412839396323973,0.007686734069451757
candidate_empirical_null,it::Silvio Pellico,453,379,7.579999999999926,0.006925776364149194
candidate_empirical_null,en::Elizabeth Cleghorn Gaskell,421,377,7.607954545454472,0.006951318175518539
candidate_empirical_null,fr::Octave Mirbeau,458,373,7.467619047618976,0.006823094920378671
candidate_empirical_null,en::Henry James,459,370,7.565370143211152,0.006912409198402679
candidate_empirical_null,de::Friedrich Nietzsche,432,370,7.929439252038371,0.0072450557985125
candidate_empirical_null,fr::Gaston Leroux,447,368,7.363809523809455,0.006728245112149968
candidate_empirical_null,en::Katherine Mansfield,432,367,7.852095018507992,0.007174387082880845
candidate_empirical_null,en::James Joyce,453,362,7.92519998117817,0.007241182415672816
candidate_empirical_null,en::Wilkie Collins,410,358,7.365325502987705,0.006729630248398156
candidate_empirical_null,es::Juan Valera,445,355,7.099999999999937,0.006487204773807298
candidate_empirical_null,fr::Marcel Proust,407,354,7.099047619047556,0.00648633459208043
candidate_empirical_null,it::Vittorio Alfieri,452,353,7.059999999999937,0.006450657141278807
candidate_empirical_null,en::Washington Irving,426,353,7.101271538918535,0.006488366567235864
candidate_empirical_null,en::Mary Wollstonecraft Shelley,427,351,7.090434782608632,0.006478465122550485
candidate_empirical_null,en::William McKinley,432,350,6.606455766455713,0.006036257941704033
candidate_empirical_null,fr::Jules Verne,441,349,7.056190476190412,0.00644717641437133
candidate_empirical_null,en::Louisa May Alcott,432,346,7.365813985673262,0.006730076570540363
candidate_empirical_null,en::R. Austin Freeman,384,346,7.291835973904874,0.0066624835408078745
candidate_empirical_null,en::Gene Stratton-Porter,350,342,7.384062821236679,0.006746750363946478
candidate_empirical_null,es::Jose Maria de Pereda,432,341,6.8199999999999426,0.006231371346107859
candidate_empirical_null,de::Thomas Mann,340,328,7.169393939393898,0.0065506093787241725
candidate_empirical_null,fr::Anatole France,386,327,6.589523809523757,0.0060207873682055985
candidate_empirical_null,en::Nathaniel Hawthorne,375,327,6.556438791732858,0.0059905578913950885
candidate_empirical_null,de::Gustav Freytag,332,325,6.600191412174948,0.0060305342587469914
candidate_empirical_null,en::Anna Katharine Green,380,324,6.589909590117448,0.006021139852389969
candidate_empirical_null,en::Grover Cleveland,406,322,4.974949494949487,0.004545565649730536
candidate_empirical_null,en::John Adams,385,321,6.215707070707029,0.005679234448123771
candidate_empirical_null,en::George Gissing,360,312,6.286956521739085,0.0057443344169781805
candidate_empirical_null,en::Franklin D. Roosevelt,365,311,7.790666813058102,0.007118260695889163
candidate_empirical_null,de::Karl May,334,311,6.444674228340394,0.00588843963658071
candidate_empirical_null,it::Giovanni Pascoli,396,310,6.199999999999956,0.005664883041916242
candidate_empirical_null,en::Elizabeth von Arnim,348,310,6.684296475499582,0.006107380282451348
candidate_empirical_null,es::Miguel de Cervantes,404,305,6.099999999999958,0.005573513960595014
candidate_empirical_null,en::Herman Melville,363,302,6.119472114254681,0.005591305452503375
candidate_empirical_null,en::D. H. Lawrence,350,302,6.7654710144927135,0.006181548712996116
candidate_empirical_null,ru::Nikolai Leskov,367,297,5.967619047619008,0.005452558700560245
candidate_empirical_null,en::Benjamin Harrison,372,291,5.147373737373727,0.004703108096008656
candidate_empirical_null,en::Woodrow Wilson,358,291,6.1083838383838085,0.005581174196705794
candidate_empirical_null,en::R. D. Blackmore,347,291,5.960556438791692,0.005446105659757414
candidate_empirical_null,de::Friedrich Schiller,325,288,6.169627028997722,0.005637131537341538
candidate_empirical_null,de::Paul Heyse,301,288,5.959036327709342,0.005444716748226408
candidate_empirical_null,en::W. E. B. Du Bois,363,286,6.054611161785038,0.0055320425960956624
candidate_empirical_null,en::Charles Reade,325,285,5.831775535125882,0.005328439731160785
candidate_empirical_null,en::Edgar Allan Poe,342,284,5.786566368740247,0.005287132531161243
candidate_empirical_null,it::Emilio Salgari,382,283,5.659999999999967,0.005171490002781609
candidate_empirical_null,en::Edith Wharton,343,282,5.655316091953991,0.005167210359030069
candidate_empirical_null,ru::Ivan Bunin,311,281,5.619999999999968,0.005134942370253117
candidate_empirical_null,zh::Wu Jianren,377,278,5.559999999999969,0.005080120921460381
candidate_empirical_null,en::William Morris,369,277,5.692948151592621,0.005201594426204143
candidate_empirical_null,en::Edgar Rice Burroughs,346,274,5.66622819864196,0.005177180650663659
candidate_empirical_null,en::Stephen Crane,319,274,5.545911330049231,0.00506724823315601
candidate_empirical_null,ru::Alexander Pushkin,351,273,5.4876190476190185,0.0050139871102183485
candidate_empirical_null,en::Charles Dickens,349,273,5.591637519872783,0.0051090278327209915
candidate_empirical_null,it::Giuseppe Giacosa,321,272,5.439999999999972,0.004970478023874906
candidate_empirical_null,it::Edmondo De Amicis,323,270,5.404999999999973,0.0049384988454124765
candidate_empirical_null,fr::Honore de Balzac,282,270,5.445714285714257,0.004975699114236119
candidate_empirical_null,en::Abraham Lincoln,303,269,5.915900178253094,0.005405303644750881
candidate_empirical_null,zh::Li Boyuan,366,268,5.359999999999974,0.004897382758817924
candidate_empirical_null,en::F. Scott Fitzgerald,344,268,5.486190476190448,0.005012681837628046
candidate_empirical_null,ru::Nikolai Gogol,357,267,5.395238095238068,0.004929579482712071
candidate_empirical_null,es::Miguel de Unamuno,352,266,5.3199999999999745,0.004860835126289432
candidate_empirical_null,en::Arthur Conan Doyle,299,266,5.4213793103448005,0.004953464470801298
candidate_empirical_null,de::Adalbert Stifter,305,265,5.469018672465979,0.004996992118318714
candidate_empirical_null,es::Pio Baroja,327,264,5.279999999999975,0.004824287493760941
candidate_empirical_null,fr::Villiers de l'Isle-Adam,336,263,5.355238095238068,0.004893031850183579
candidate_empirical_null,en::Thomas Hardy,330,261,5.311944568256387,0.004853474952308858
candidate_empirical_null,de::Wilhelm Hauff,341,260,5.26312883650775,0.004808872466669892
candidate_empirical_null,es::Concha Espina,335,260,5.199999999999977,0.004751192228703958
candidate_empirical_null,fr::Gustave Flaubert,297,259,5.225714285714262,0.004774687135329417
candidate_empirical_null,de::Franz Kafka,295,257,5.595034965034945,0.0051121320471540525
candidate_empirical_null,en::George Meredith,323,254,5.309892639675227,0.004851600124014884
candidate_empirical_null,ru::Ivan Goncharov,314,254,5.07999999999998,0.004641549331118484
candidate_empirical_null,it::Sibilla Aleramo,299,254,5.174999999999976,0.004728349958373649
candidate_empirical_null,en::Virginia Woolf,282,254,5.259309650730169,0.004805382911710965
candidate_empirical_null,en::Frederick Douglass,319,253,5.307360562143146,0.00484928658803548
candidate_empirical_null,en::Gertrude Atherton,253,253,7.366485591702945,0.006730690210799782
candidate_empirical_null,en::Jack London,289,252,5.2414069264069045,0.004789025356965326
candidate_empirical_null,de::Clara Viebig,318,251,5.743937820805107,0.005248183218532326
candidate_empirical_null,en::Joseph Sheridan Le Fanu,292,251,5.07872813990459,0.004640387244233635
candidate_empirical_null,de::Johann Wolfgang von Goethe,285,249,5.1340568475452,0.0046909405761117705
candidate_empirical_null,pl::Boleslaw Prus,325,248,5.051111111111088,0.004615153818736793
candidate_empirical_null,de::Theodor Fontane,278,248,5.024615926708933,0.004590945412154178
candidate_empirical_null,it::Matilde Serao,312,247,5.104999999999976,0.004664391601448788
candidate_empirical_null,fr::Guy de Maupassant,298,246,4.931428571428555,0.004505800981726945
candidate_empirical_null,en::Robert Louis Stevenson,271,246,5.005947391241492,0.0045738881428014485
candidate_empirical_null,en::Sinclair Lewis,287,244,5.108528138528121,0.004667615229209695
candidate_empirical_null,fr::Jean Lorrain,307,243,4.8638095238095085,0.004444018079119257
candidate_empirical_null,en::G. K. Chesterton,287,242,4.839999999999985,0.0044222635359475355
candidate_empirical_null,it::Antonio Fogazzaro,289,240,4.819999999999985,0.00440398971968329
candidate_empirical_null,fr::Alexandre Dumas,279,240,4.84571428571427,0.0044274846263087485
candidate_empirical_null,it::Italo Svevo,338,238,4.859999999999983,0.00444053735221178
candidate_empirical_null,en::Stanley J. Weyman,270,238,4.826485390055355,0.00440991536099698
candidate_empirical_null,ru::Ivan Turgenev,302,235,4.699999999999988,0.004294346822097816
candidate_empirical_null,ru::Leo Tolstoy,259,233,4.659999999999989,0.004257799189569324
candidate_empirical_null,pl::Maria Konopnicka,302,229,4.57999999999999,0.004184703924512342
candidate_empirical_null,en::Calvin Coolidge,291,228,5.225882853056767,0.004774841153761671
candidate_empirical_null,de::Heinrich Heine,253,228,4.906511627906975,0.0044830345993379485
candidate_empirical_null,fr::Emile Zola,311,226,4.523809523809516,0.00413336320262708
candidate_empirical_null,it::Alessandro Manzoni,271,226,4.519999999999992,0.004129882475719605
candidate_empirical_null,en::George MacDonald,263,226,4.6491176470588105,0.0042478560836608364
candidate_empirical_null,en::George Eliot,243,225,4.5552180527383275,0.004162060886965848
candidate_empirical_null,ja::Higuchi Ichiyo,293,223,5.384080408755301,0.004919384807076063
candidate_empirical_null,en::Marie Corelli,274,223,4.488965517241372,0.004101526553930259
candidate_empirical_null,de::Arthur Schnitzler,273,223,4.70588436187615,0.004299723309485682
candidate_empirical_null,en::Ambrose Bierce,234,222,4.447027027027021,0.004063207740701412
candidate_empirical_null,en::Anthony Hope,235,221,4.451465517241373,0.004067263148434798
candidate_empirical_null,de::Ricarda Huch,223,221,4.512657704053047,0.004123173887364996
candidate_empirical_null,en::H. G. Wells,274,220,4.825337432293943,0.004408866482536422
candidate_empirical_null,ja::Ryunosuke Akutagawa,242,216,5.743185135298101,0.005247495496699337
candidate_empirical_null,en::Theodore Roosevelt,223,216,4.64420875420876,0.004243370873360702
candidate_empirical_null,ru::Alexander Kuprin,275,215,4.35523809523809,0.003979341036971295
candidate_empirical_null,fr::Emile Gaboriau,257,215,4.315238095238091,0.003942793404442804
candidate_empirical_null,pl::Stefan Zeromski,305,213,4.353333333333333,0.003977600673517562
candidate_empirical_null,it::Alfredo Panzini,250,213,4.264999999999997,0.0038968913183504723
candidate_empirical_null,en::William Dean Howells,247,213,4.341583719269136,0.0039668651590883145
candidate_empirical_null,es::Jacinto Benavente,270,212,4.2399999999999975,0.003874049048020165
candidate_empirical_null,fr::Andre Gide,255,211,4.250476190476188,0.0038836210470157223
candidate_empirical_null,ru::Fyodor Dostoevsky,290,210,4.338095238095233,0.003963677765887656
candidate_empirical_null,fr::George Sand,239,209,4.179999999999999,0.0038192275992274282
candidate_empirical_null,en::James Baldwin,264,208,4.283320158102764,0.003913630278505567
candidate_empirical_null,ru::Leonid Andreyev,236,208,4.519047619047608,0.004129012293992734
candidate_empirical_null,it::Luigi Pirandello,248,207,4.14,0.0037826799666989368
candidate_empirical_null,fr::Stendhal,216,206,4.154285714285713,0.003795732692601969
candidate_empirical_null,ja::Arishima Takeo,243,204,4.9368493348756335,0.004510753883489138
candidate_empirical_null,en::E. Phillips Oppenheim,240,204,4.18221264367816,0.003821249271429077
candidate_empirical_null,en::Margaret Oliphant,214,203,4.180746531814305,0.00381990969848793
candidate_empirical_null,de::Wilhelm Raabe,249,202,4.31066189624329,0.003938612173461822
candidate_empirical_null,en::E. M. Forster,218,201,4.255883838383837,0.0038885619652300283
candidate_empirical_null,en::Bram Stoker,229,198,4.13272943019746,0.0037760369138635378
candidate_empirical_null,en::Booth Tarkington,211,198,3.9833333333333365,0.0036395350726290123
candidate_empirical_null,ja::Shimazaki Toson,228,196,5.646122167306362,0.005158809954542164
candidate_empirical_null,de::Gustav Meyrink,238,195,4.058780831571534,0.003708470758649105
candidate_empirical_null,es::Vicente Blasco Ibanez,227,195,3.900000000000003,0.003563394171527987
candidate_empirical_null,en::Mark Twain,231,194,3.995778420561032,0.0036509060344985834
candidate_empirical_null,es::Eduardo Zamacois,257,192,3.840000000000003,0.0035085727227352486
candidate_empirical_null,en::Richard Harding Davis,216,192,4.062389422172032,0.003711767894729424
candidate_empirical_null,fr::Romain Rolland,251,191,3.8276190476190504,0.0034972603602859533
candidate_empirical_null,ja::Izumi Kyoka,277,189,5.475192261299046,0.005002632869720037
candidate_empirical_null,ru::Maxim Gorky,233,189,3.8904761904761926,0.0035546923542592976
candidate_empirical_null,it::Salvatore Farina,252,188,3.7700000000000027,0.003444614365810387
candidate_empirical_null,en::L. M. Montgomery,237,188,4.237875964615093,0.0038721083364020403
candidate_empirical_null,en::Frank R. Stockton,204,188,3.795000000000002,0.003467456636140694
candidate_empirical_null,zh::Feng Menglong,276,187,3.740000000000003,0.0034172036414140184
candidate_empirical_null,de::Stefan Zweig,218,187,3.996589147286825,0.0036516467880599664
candidate_empirical_null,en::Harold Frederic,203,186,3.755992544268409,0.0034318158821919523
candidate_empirical_null,it::Annie Vivanti,241,185,3.7050000000000027,0.0033852244629515877
candidate_empirical_null,it::Gabriele D'Annunzio,213,182,3.6450000000000027,0.0033304030141588494
candidate_empirical_null,es::Leopoldo Alas,242,180,3.6000000000000028,0.0032892869275642955
candidate_empirical_null,en::Kate Chopin,254,179,3.8784088375392747,0.0035436665247410453
candidate_empirical_null,it::Federico De Roberto,196,179,3.5800000000000027,0.0032710131113000496
candidate_empirical_null,en::W. W. Jacobs,215,178,3.740490603680262,0.0034176519014895994
candidate_empirical_null,fr::Marcel Schwob,205,178,3.605714285714287,0.0032945080179255077
candidate_empirical_null,ru::Anton Chekhov,218,176,4.017142857142856,0.003670426523932853
candidate_empirical_null,de::Jakob Wassermann,199,175,3.8216630473949222,0.003491818417597677
candidate_empirical_null,en::Sarah Orne Jewett,186,175,4.8679188203101065,0.004447772705580619
candidate_empirical_null,en::O. Henry,199,174,3.652331648860887,0.003337101874368738
candidate_empirical_null,fr::Paul Bourget,194,174,3.4838095238095264,0.0031831247568862944
candidate_empirical_null,en::H. Rider Haggard,184,174,3.530145428233666,0.0032254614470805143
candidate_empirical_null,ja::Kunikida Doppo,197,172,4.210437983069559,0.0038470385047307968
candidate_empirical_null,es::Ruben Dario,257,171,3.4200000000000026,0.003124822581186081
candidate_empirical_null,fr::Pierre Loti,176,170,3.4152380952380974,0.003120471672551736
candidate_empirical_null,de::Hermann Hesse,186,167,3.867565330246592,0.0035337589117447206
candidate_empirical_null,de::Theodor Storm,178,166,3.3781456148350837,0.003086580613968245
candidate_empirical_null,en::Algernon Blackwood,204,163,3.2740540540540564,0.0029914731111496903
candidate_empirical_null,ja::Okamoto Kido,244,161,5.199762605815217,0.004750975323818233
candidate_empirical_null,en::Joseph Conrad,177,161,3.425322338830587,0.003129685553280389
candidate_empirical_null,en::Alice Brown,176,161,3.3364285714285735,0.003048464134653338
candidate_empirical_null,pl::Eliza Orzeszkowa,253,156,3.1622222222222227,0.002889293393780241
candidate_empirical_null,en::John Buchan,178,154,3.2963927109804194,0.0030118837367628095
candidate_empirical_null,fr::Joris-Karl Huysmans,200,151,3.023809523809526,0.0027628269828086343
candidate_empirical_null,en::Israel Zangwill,174,151,3.3232079152731338,0.003036384542579474
candidate_empirical_null,en::Lord Dunsany,164,150,3.3187876254180626,0.00303234576434716
candidate_empirical_null,en::Samuel Butler,161,150,3.6607302118171683,0.003344775564186077
candidate_empirical_null,en::Willa Cather,189,149,3.173088536900384,0.0028992218456751506
candidate_empirical_null,ja::Natsume Soseki,187,149,3.8763995215311002,0.0035418306311635357
candidate_empirical_null,fr::Alphonse Daudet,174,149,2.980000000000002,0.002722798623372667
candidate_empirical_null,en::Mary E. Wilkins Freeman,170,149,3.143320158102768,0.002872022751443545
candidate_empirical_null,es::Benito Perez Galdos,165,149,2.980000000000002,0.002722798623372667
candidate_empirical_null,de::Gerhart Hauptmann,154,146,3.1078035537953497,0.0028395715563713604
candidate_empirical_null,en::Hamlin Garland,166,143,2.860000000000002,0.0026131557257871906
candidate_empirical_null,en::Arnold Bennett,147,143,3.0237943528235904,0.0027628131212181577
candidate_empirical_null,es::Emilia Pardo Bazan,187,142,2.840000000000002,0.002594881909522944
candidate_empirical_null,en::Frances Hodgson Burnett,172,141,2.894601449275365,0.002644770752113921
candidate_empirical_null,en::Mary Roberts Rinehart,177,136,2.91475096867151,0.0026631811828768215
candidate_empirical_null,de::Ludwig Ganghofer,146,132,2.7588595414313617,0.002520744617948944
candidate_empirical_null,en::Rudyard Kipling,167,131,2.9536259754738037,0.002698700919455643
candidate_empirical_null,en::P. G. Wodehouse,160,129,2.669389590918828,0.0024389967461070825
candidate_empirical_null,fr::Edmond About,159,127,2.574285714285716,0.002352101207726532
candidate_empirical_null,en::Frank Norris,141,126,2.520000000000002,0.002302500849295007
candidate_empirical_null,it::Luigi Capuana,134,125,2.5000000000000018,0.0022842270330307606
candidate_empirical_null,fr::Jules Barbey d'Aurevilly,125,122,2.4438095238095254,0.0022328863111454977
candidate_empirical_null,en::Owen Wister,125,118,2.5956697249088565,0.0023716395817825297
candidate_empirical_null,en::Arthur Machen,143,116,2.3649170526024763,0.002160802984972001
candidate_empirical_null,ja::Mori Ogai,123,116,2.6254097218570913,0.0023988127437790936
candidate_empirical_null,en::Stephen Leacock,121,116,2.345454545454547,0.002143020270988859
candidate_empirical_null,en::Sax Rohmer,139,114,2.391914583248918,0.002185470380703072
candidate_empirical_null,de::E. T. A. Hoffmann,136,106,2.2872219936925817,0.0020898137234140416
candidate_empirical_null,en::Jerome K. Jerome,109,106,2.3278965922444197,0.0021269777304419543
candidate_empirical_null,fr::Octave Feuillet,138,105,2.1419047619047626,0.0019570387037280684
candidate_empirical_null,en::Agatha Christie,116,103,2.0851449275362333,0.001905177764506091
candidate_empirical_null,en::E. Nesbit,105,101,2.4812864309603455,0.0022671286169168125
candidate_empirical_null,de::Hermann Sudermann,109,95,2.237780063074182,0.0020446390856205298
candidate_empirical_null,zh::Lu Xun,181,92,1.8400000000000012,0.0016811910963106399
candidate_empirical_null,fr::Prosper Merimee,101,91,1.8466666666666671,0.0016872823683987213
candidate_empirical_null,en::Robert W. Chambers,88,79,1.5808333333333342,0.0014443928938864508
candidate_empirical_null,de::Marie von Ebner-Eschenbach,60,59,1.4108597285067868,0.001289089572667856
mutual_proximity,en::L. M. Montgomery,594,527,14.67489666130957,0.013510337833387702
mutual_proximity,en::Katherine Mansfield,544,468,10.285004198699749,0.009468814980387366
mutual_proximity,en::Washington Irving,505,424,8.494497920380182,0.007820398281367125
mutual_proximity,en::Nathaniel Hawthorne,474,407,8.147027027026942,0.007500501707999885
mutual_proximity,fr::Charles Baudelaire,411,402,8.039999999999917,0.007401968047026957
mutual_proximity,en::Elizabeth Cleghorn Gaskell,448,401,8.056666666666583,0.007417312093558936
mutual_proximity,it::Antonio Fogazzaro,439,389,7.82999999999993,0.007208633060724024
mutual_proximity,de::Rainer Maria Rilke,393,382,8.300111671274394,0.007641437982279752
mutual_proximity,en::F. Scott Fitzgerald,460,381,7.926764069263997,0.0072977182036087175
mutual_proximity,fr::Denis Diderot,428,380,7.6990476190475405,0.007088072695115604
mutual_proximity,de::Wilhelm Hauff,459,372,7.544182538847317,0.006945497275309344
mutual_proximity,en::Jack London,416,371,7.608130275521507,0.007004370298137957
mutual_proximity,ru::Ivan Turgenev,450,369,7.379999999999931,0.006794343804360572
mutual_proximity,de::Arthur Schnitzler,432,367,7.746743994719307,0.0071319840195784665
mutual_proximity,en::D. H. Lawrence,419,367,8.093421325051693,0.007451150004870626
mutual_proximity,it::Federico De Roberto,403,364,7.284999999999933,0.006706882739128289
mutual_proximity,fr::Jean Lorrain,432,363,7.267619047618981,0.0066908810906020815
mutual_proximity,en::Stephen Crane,413,362,7.305911330049195,0.006726134604407577
mutual_proximity,it::Luigi Capuana,400,362,7.239999999999934,0.006665453813491944
mutual_proximity,en::James Joyce,448,356,7.577986542442995,0.006976618687557701
mutual_proximity,fr::Guy de Maupassant,411,356,7.139047619047555,0.0065725127316410975
mutual_proximity,en::Gene Stratton-Porter,363,352,7.446121451012693,0.006855218041626682
mutual_proximity,en::Anthony Trollope,386,351,7.0862405820141765,0.00652389631363373
mutual_proximity,de::Stefan Zweig,377,340,7.33984496124026,0.006757375357367261
mutual_proximity,en::Sinclair Lewis,388,339,7.2051753993132746,0.0066333927958883215
mutual_proximity,en::Abraham Lincoln,378,337,7.3176232917408885,0.0067369171375182635
mutual_proximity,it::Alessandro Manzoni,387,328,6.559999999999948,0.006039416714987184
mutual_proximity,fr::Anatole France,381,325,6.545714285714234,0.006026264675102629
mutual_proximity,en::R. Austin Freeman,366,325,6.892917054985963,0.006345914401966888
mutual_proximity,en::Henry James,410,320,6.446002554278368,0.005934465788286458
mutual_proximity,en::Virginia Woolf,351,320,6.6383958020988985,0.006111591245106273
mutual_proximity,ru::Alexander Kuprin,395,319,6.518095238095191,0.006000837397992496
mutual_proximity,en::Sarah Orne Jewett,337,317,9.731955001520182,0.008959654223427527
mutual_proximity,en::Edith Wharton,374,314,6.2953160919539775,0.005795737382907766
mutual_proximity,en::Wilkie Collins,363,314,6.427394468504967,0.00591733438824777
mutual_proximity,ru::Ivan Goncharov,380,312,6.239999999999955,0.005744811021573179
mutual_proximity,de::Thomas Mann,324,312,6.891818181818144,0.0063449027323057025
mutual_proximity,es::Benito Perez Galdos,340,311,6.219999999999955,0.005726398165734803
mutual_proximity,de::Ricarda Huch,309,307,6.301554543647527,0.005801480768492166
mutual_proximity,ja::Natsume Soseki,365,306,7.957645380934819,0.007326148860603458
mutual_proximity,de::Heinrich Heine,335,305,6.822049358150568,0.006280670567695496
mutual_proximity,en::William Morris,393,304,6.127647058823486,0.005641374096128187
mutual_proximity,en::Willa Cather,355,304,6.731410794353034,0.006197224827265426
mutual_proximity,es::Eduardo Zamacois,381,303,6.059999999999959,0.005579095319027801
mutual_proximity,en::Mary Wollstonecraft Shelley,376,303,6.059999999999959,0.005579095319027801
mutual_proximity,de::Heinrich von Kleist,317,303,6.082230172927808,0.005599561367496933
mutual_proximity,en::James Baldwin,368,301,6.077285067873262,0.0055950086921731845
mutual_proximity,en::George MacDonald,333,296,6.07818627450976,0.005595838381567106
mutual_proximity,zh::Li Boyuan,391,291,5.819999999999964,0.005358141048967297
mutual_proximity,es::Juan Valera,370,291,5.819999999999964,0.005358141048967297
mutual_proximity,de::Gotthold Ephraim Lessing,367,291,5.850971973762636,0.005386655173363399
mutual_proximity,fr::Gustave Flaubert,331,290,5.860952380952344,0.005395843563303018
mutual_proximity,fr::Paul Bourget,316,290,5.8228571428571065,0.005360771456944208
mutual_proximity,en::Arthur Conan Doyle,325,289,5.866896551724102,0.0054013160212779705
mutual_proximity,fr::Villiers de l'Isle-Adam,358,285,5.806666666666629,0.005345865811741712
mutual_proximity,it::Alfredo Panzini,331,285,5.699999999999966,0.0052476639139370455
mutual_proximity,it::Giovanni Pascoli,364,283,5.659999999999967,0.005210838202260294
mutual_proximity,de::Gerhart Hauptmann,299,280,5.891577300947994,0.005424038175150103
mutual_proximity,en::Thomas Hardy,343,279,5.6065097856476855,0.005161592821978676
mutual_proximity,it::Sibilla Aleramo,328,279,5.694999999999965,0.005243060699977449
mutual_proximity,es::Jose Maria de Pereda,367,278,5.559999999999969,0.005118773923068418
mutual_proximity,fr::Andre Gide,324,276,5.565714285714254,0.005124034739022239
mutual_proximity,ru::Maxim Gorky,348,275,5.610476190476159,0.005165244463993841
mutual_proximity,en::Charles Dickens,345,272,5.562225755166901,0.00512082304851943
mutual_proximity,fr::Emile Gaboriau,319,272,5.459047619047591,0.005025832841217571
mutual_proximity,fr::Alphonse Daudet,311,272,5.443809523809496,0.0050118039986740475
mutual_proximity,fr::Honore de Balzac,285,272,5.489523809523781,0.005053890526304619
mutual_proximity,pl::Maria Konopnicka,357,271,5.419999999999972,0.004989883932199791
mutual_proximity,en::Herman Melville,331,270,5.414054054054027,0.004984409839923517
mutual_proximity,de::Adalbert Stifter,314,270,5.51616004302732,0.005078412982683518
mutual_proximity,es::Miguel de Unamuno,356,268,5.359999999999974,0.004934645364684665
mutual_proximity,fr::Octave Mirbeau,347,268,5.359999999999974,0.004934645364684665
mutual_proximity,zh::Wu Jianren,367,267,5.339999999999974,0.004916232508846289
mutual_proximity,en::Louisa May Alcott,354,267,5.478095238095211,0.005043368894396978
mutual_proximity,fr::Victor Hugo,316,267,5.3476190476190215,0.004923246930118051
mutual_proximity,fr::Jules Verne,349,266,5.373333333333306,0.004946920601910248
mutual_proximity,de::Jakob Wassermann,297,266,5.855716334129438,0.00539102303453736
mutual_proximity,fr::Octave Feuillet,315,264,5.3714285714285435,0.004945166996592307
mutual_proximity,en::Elizabeth von Arnim,296,264,5.477787911599731,0.005043085956474148
mutual_proximity,es::Concha Espina,336,262,5.239999999999976,0.004824168229654413
mutual_proximity,en::John Adams,326,262,5.045656565656548,0.004645247347669394
mutual_proximity,fr::George Sand,304,262,5.239999999999976,0.004824168229654413
